FileName,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,OutOfASCII,CharTotal, LineTotal, AvgCharPerLine, # of Strings, % of Space, # of Word, % of Word, Readable, RatioOfNum , RatioOfEng, RatioOfSpcChar, MaxCharNumPerLine, DistDegree,NumOfNumType,NumOfEngType,NumOfSpcType, MaxNumOfSpc, MaxNumOfSpcChar 
jquery-migrate.js,0,0,0,0,0,0,0,0,0,662,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,16,192,13,2,0,48,16,254,254,29,27,167,18,343,109,29,17,10,6,0,0,2,1,1,3,32,184,0,143,3,10,0,30,4,20,34,17,15,6,37,17,12,0,5,16,23,15,21,159,29,38,24,3,9,39,14,0,0,56,26,56,3,15,2,683,86,261,333,1186,271,234,167,536,185,39,393,238,673,560,250,15,835,501,732,409,111,98,44,239,2,97,20,97,2,0,14923,540,27.6,96,11.70%,,,,0.5,64.8,15,93,0%,8,49,29,343,46
autocomplete.js,0,0,0,0,0,0,0,0,0,1629,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,23,184,12,31,0,36,4,298,297,9,8,167,32,445,187,21,12,4,6,5,4,6,8,3,7,124,204,10,125,24,6,2,20,2,34,16,48,9,4,1,37,0,23,12,19,18,16,34,3,27,16,33,6,7,12,0,0,0,16,9,16,5,94,2,511,92,302,242,1629,208,150,364,763,12,66,468,310,767,568,268,17,539,804,1094,516,235,77,45,131,6,130,39,130,0,0,17321,670,25.9,92,9.80%,,,,0.4,61.1,15.4,89,0%,10,48,30,445,46
groupByLimit.js,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,6,17,17,20,2,17,4,20,8,1,0,0,0,0,0,0,0,0,0,5,19,1,8,0,0,12,8,5,4,1,0,2,0,0,2,0,0,4,1,1,8,4,0,6,0,3,0,0,0,0,0,0,9,0,9,0,2,14,106,19,61,14,119,20,10,27,72,4,23,87,47,65,79,45,0,94,53,92,47,21,13,3,32,0,16,4,16,0,0,1943,51,38.1,0,23.80%,,,,0.1,61.9,11.6,119,0%,1,37,21,20,42
dynamic-server.js,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,28,1,0,0,0,50,44,44,1,11,17,11,49,36,8,0,3,1,0,1,1,1,2,1,9,28,13,33,13,0,0,1,0,5,2,1,0,0,3,2,1,0,0,3,3,3,5,0,7,10,5,0,0,0,0,0,0,2,2,2,0,0,0,94,3,64,44,213,24,21,31,87,5,5,47,23,73,56,40,12,143,85,145,34,30,10,19,15,0,17,4,17,0,0,2379,70,34,14,20.40%,,,,0.8,57.8,18.2,104,0%,8,39,22,50,39
until.js,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,4,0,0,0,0,98,63,63,0,8,87,0,34,1,7,6,6,6,6,12,0,0,0,0,0,48,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,43,0,43,0,12,0,70,9,79,32,170,17,3,14,51,0,1,71,1,77,72,25,14,100,63,166,76,9,1,13,4,0,13,0,13,0,0,3201,95,33.7,2,42.80%,,,,1.3,35.7,17.2,74,0%,6,25,15,98,39
bootstrap-datepicker.sr.js,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,94,0,2,0,0,2,3,3,5,0,47,1,6,2,0,1,0,0,0,0,0,0,0,0,8,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,6,0,6,0,0,0,16,3,6,9,10,4,1,4,12,3,3,7,8,10,15,3,0,13,10,16,2,2,1,0,10,0,2,0,2,0,188,655,16,40.9,47,9.20%,,,,0.2,26.9,29.9,129,0%,1,27,20,94,34
minify.js,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,4,3,3,0,0,10,2,1,6,2,1,0,0,0,0,0,0,0,0,9,5,0,3,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,15,4,15,7,47,16,9,3,29,0,0,15,10,20,20,7,3,22,31,21,20,2,1,1,7,1,6,0,6,0,0,580,27,21.5,0,27.20%,,,,0.5,57.2,10.3,67,0%,2,28,13,10,44
generic.js,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333,1,16,0,0,0,0,23,72,72,0,0,46,10,84,17,8,3,0,0,0,0,0,0,0,0,16,40,0,21,4,7,0,14,7,22,23,26,0,2,2,13,0,1,3,24,18,15,20,0,23,15,9,5,5,6,0,1,3,1,0,1,0,0,0,99,33,72,83,244,60,16,77,139,7,12,47,52,154,131,50,12,137,128,169,63,19,16,24,22,3,18,0,18,0,0,4030,93,43.3,8,33.10%,,,,0.3,52.8,11.6,120,0%,2,48,18,84,46
detectSeries.js,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,4,4,4,21,0,4,3,13,5,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,5,0,4,0,0,2,0,0,3,0,0,6,0,0,2,0,0,1,2,2,0,0,0,0,0,0,3,0,3,0,0,10,54,9,35,24,99,11,2,19,56,1,7,45,27,37,45,12,0,40,37,91,20,6,5,1,9,0,5,2,5,0,0,992,24,41.3,0,14.50%,,,,0.1,72.5,10.5,109,0%,1,33,17,21,42
pack.js,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,0,0,0,0,0,0,197,155,155,3,0,144,96,189,31,56,28,3,1,3,3,3,0,0,0,30,83,25,62,52,0,1,15,7,2,1,20,27,7,0,2,0,0,4,1,1,17,37,0,6,3,10,2,1,0,0,0,0,17,0,17,0,8,0,228,30,263,221,472,149,86,81,369,61,43,222,89,290,319,109,19,263,286,302,128,61,56,63,32,17,54,0,54,0,0,7125,191,37.3,0,14.60%,,,,1.4,62.1,19.3,118,0%,7,44,19,197,39
datepicker-zh-TW.js,0,0,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,114,2,0,0,4,0,9,9,4,0,55,3,13,12,0,1,0,2,0,0,0,0,0,0,15,8,0,4,0,0,1,2,1,2,3,1,1,0,1,1,0,0,1,3,5,0,0,2,3,3,8,1,0,4,0,1,0,9,0,9,0,0,0,38,2,17,21,67,18,8,11,33,2,9,15,15,27,28,11,0,36,25,41,13,1,4,8,15,3,5,0,5,0,106,1054,37,28.5,57,8.30%,,,,0.3,48.5,26.7,67,0%,2,43,18,114,34
linked_list.js,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,0,0,0,0,18,69,69,0,12,20,0,42,3,10,4,4,4,4,7,0,0,0,0,6,46,7,24,0,0,0,8,0,0,9,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,50,4,23,23,77,18,0,8,77,0,2,41,12,44,51,20,10,59,34,91,27,23,6,10,14,0,23,0,23,0,0,1843,83,22.2,0,32.10%,,,,1.8,41.2,20.4,63,0%,6,26,15,69,40
babel-preset-react_vx.x.x.js,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,1,0,0,11,0,0,18,0,1,15,12,22,4,0,2,3,4,3,2,1,6,0,8,3,3,0,3,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,2,2,42,23,23,33,104,15,7,12,31,1,2,45,11,25,33,20,2,38,33,49,23,3,8,7,16,0,3,0,3,0,0,895,32,28,0,12.60%,,,,2.8,68.9,12.1,78,0%,8,33,16,22,47
resolutions.js,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,0,7,0,0,0,2,211,153,153,3,0,95,52,166,61,35,47,11,1,0,1,0,0,0,0,36,79,14,36,37,0,9,2,3,6,4,29,3,0,0,18,8,0,9,4,3,3,52,0,6,2,4,2,23,0,0,0,0,1,0,1,2,7,0,342,21,273,136,548,119,136,48,351,15,63,253,51,353,380,110,28,305,329,402,141,44,88,47,31,4,56,0,56,1,0,7142,148,48.3,3.5,12.10%,,,,1.3,67.2,17.3,121,0%,5,44,23,211,39
plugin.js,0,0,0,0,0,0,0,0,0,67,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,3,6,0,5,0,4,0,18,18,0,2,12,0,27,7,4,3,0,0,0,0,0,0,0,0,2,13,1,11,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,1,1,0,0,0,0,0,16,0,16,0,0,0,29,1,20,18,66,18,12,2,51,2,0,23,10,58,43,23,1,29,36,48,24,3,4,1,10,0,12,4,12,0,0,991,44,22.5,3,14.10%,,,,0.7,54.9,19.1,68,0%,2,33,19,27,46
datepicker-en-GB.js,0,0,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,114,0,0,0,2,0,8,8,4,0,55,3,12,13,0,1,0,0,0,0,0,0,0,0,15,6,0,4,0,0,0,6,4,0,6,1,6,3,1,1,6,1,1,10,8,2,1,2,2,12,12,2,0,5,0,1,0,9,0,9,0,0,0,58,8,21,31,89,19,10,12,35,2,10,17,16,40,33,15,0,52,26,49,31,4,4,7,28,0,5,0,5,0,0,1157,37,31.3,57,9.40%,,,,0.1,61.4,23.5,93,0%,1,46,16,114,34
spinner.js,0,0,0,0,0,0,0,0,0,1089,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507,31,188,2,15,1,22,7,273,273,21,7,155,81,385,148,32,26,1,1,1,6,1,4,0,2,110,168,12,134,31,14,2,17,8,25,20,20,16,6,4,13,1,0,2,19,7,24,7,3,7,21,17,9,12,5,0,0,0,10,0,10,0,112,0,477,95,226,178,999,206,96,324,769,15,38,371,165,730,505,326,5,467,693,925,458,211,83,21,57,4,103,24,103,0,0,14398,579,24.9,94,10.50%,,,,0.5,60.5,17,90,0%,9,48,28,385,46
bootstrap-datepicker.fi.js,0,0,0,0,0,0,0,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,96,0,2,0,0,2,3,3,5,0,48,1,6,5,0,1,0,0,0,0,0,0,0,0,10,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,4,1,0,0,0,0,0,0,6,0,6,0,0,0,44,2,5,8,26,5,1,16,29,6,28,15,16,27,28,7,0,18,25,37,40,1,1,0,14,0,2,0,2,0,6,716,17,42.1,48,8.50%,,,,0.1,57,28.4,153,0%,1,29,19,96,34
datepicker-tr.js,0,0,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,108,2,0,0,4,0,9,9,4,0,55,0,18,10,0,1,0,2,0,0,0,0,0,0,15,7,0,4,0,0,1,6,1,7,3,6,1,0,4,2,0,2,1,7,7,2,9,2,2,6,8,1,0,1,0,1,0,6,0,6,0,0,0,77,7,18,21,78,20,9,8,42,2,18,21,24,31,26,12,0,55,31,55,23,1,4,8,19,9,5,0,5,0,15,1133,37,30.6,54,7.40%,,,,0.3,61.6,23.7,84,0%,2,46,17,108,34
iterator.js,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,6,16,16,0,6,3,3,6,3,2,5,2,0,0,2,0,0,0,0,9,20,2,9,0,3,0,5,0,0,0,2,0,0,0,9,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,42,5,23,4,76,13,5,4,37,5,15,35,9,37,46,4,0,80,11,71,24,13,0,5,17,0,11,0,11,0,0,1015,41,24.8,0,22.60%,,,,1.1,59.5,12.8,83,0%,4,29,17,20,59
flow-bin_v0.x.x.js,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,4,5,6,5,4,2,3,1,3,5,2,4,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,9,4,8,12,7,2,0,5,0,0,9,2,5,9,3,0,6,4,5,3,3,5,4,2,0,1,0,1,0,0,188,6,31.3,1,6.90%,,,,16,59.6,14.4,65,10%,10,21,11,6,47
rect-manager.js,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2162,2,0,5,0,0,6,8,43,43,68,21,61,16,122,44,8,12,8,5,0,0,0,0,0,0,16,52,8,42,4,0,26,16,14,23,3,1,1,1,0,4,0,0,0,30,1,7,2,0,4,5,7,1,0,0,0,0,0,34,0,34,0,83,6,228,45,154,60,419,64,94,104,155,16,9,94,86,195,168,80,2,297,138,381,76,33,35,31,65,1,19,2,19,0,0,6310,181,34.9,0,34.30%,,,,0.5,49.9,12.4,108,0%,4,42,25,122,46
generate-identifier-regex.js,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,1,1,4,0,46,30,30,0,4,20,8,21,50,28,7,2,2,2,6,1,4,1,0,7,21,0,17,0,1,1,13,1,7,1,6,10,0,0,12,0,0,15,8,10,0,7,0,6,19,0,4,0,1,0,0,0,0,7,0,0,1,6,72,10,50,32,151,19,43,17,89,2,1,22,21,79,69,11,2,99,62,98,21,35,3,11,7,0,3,0,3,0,0,1785,51,35,0,14.20%,,,,3,64.2,15.8,83,0%,9,40,21,50,47
controls-system.js,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4092,10,82,5,0,0,4,14,128,128,113,3,85,35,199,84,35,16,0,0,0,0,0,0,4,0,71,95,5,84,2,2,44,18,24,51,79,5,7,18,4,38,0,9,2,28,1,2,3,0,6,15,54,6,1,8,3,3,0,33,0,33,0,19,12,411,50,155,349,762,193,225,144,660,11,45,165,154,549,493,279,2,534,389,679,252,84,66,24,155,12,87,4,87,12,0,13259,405,32.7,41,30.90%,,,,0.4,54.5,11.2,177,0%,3,49,28,199,46
inquirer_v2.x.x.js,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,1,1,0,0,18,11,11,0,0,24,4,7,27,4,0,6,3,2,4,1,1,4,5,41,12,7,18,18,16,0,10,12,3,1,1,4,0,0,2,0,2,1,1,0,2,7,5,0,7,17,0,1,1,1,0,0,1,0,1,0,2,0,81,22,39,41,142,22,29,9,82,1,3,44,30,79,79,40,5,115,88,93,40,12,14,11,28,1,11,24,11,0,0,1997,81,24.7,0,19.60%,,,,1.5,61.5,13.3,79,0%,9,44,21,41,58
bootstrap-datepicker.ka.js,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,96,0,2,0,0,2,3,3,5,0,48,1,6,2,2,3,0,0,0,0,0,0,0,0,9,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,18,1,5,9,13,4,1,6,11,1,5,5,6,11,15,3,0,12,9,16,2,3,1,0,10,0,2,0,2,0,228,766,17,45.1,48,18.40%,,,,0.7,22.8,26.1,153,0%,2,28,20,96,34
effect-blind.js,0,0,0,0,0,0,0,0,0,81,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,1,40,0,7,0,2,0,22,22,8,0,29,1,38,31,1,1,0,0,0,0,0,0,0,0,20,11,0,14,10,0,1,1,6,3,1,4,1,0,0,3,0,0,0,2,1,1,1,3,3,1,3,1,1,0,0,0,0,13,0,13,0,0,0,56,8,48,37,121,41,12,22,78,8,0,49,31,68,76,39,6,49,43,95,29,3,3,3,14,1,12,2,12,0,0,1612,70,23,20,10.80%,,,,0.1,60.5,19.2,91,0%,2,42,21,40,34
groupBy.js,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4910,1,0,0,0,0,0,214,341,341,2,13,243,6,162,3,13,38,43,26,6,3,1,1,1,1,56,214,0,50,0,0,0,0,33,0,0,5,0,0,0,11,0,0,9,3,0,14,0,0,0,6,5,0,0,0,0,0,0,63,0,63,0,2,0,246,69,269,141,587,109,53,35,226,15,5,318,44,459,295,109,60,364,170,447,261,70,8,113,80,3,125,0,125,0,0,12063,354,34.1,0,40.70%,,,,1.1,38.5,16.8,112,0%,10,34,18,341,40
reflect.js,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,19,23,23,40,0,13,2,26,24,1,2,2,0,0,0,0,0,0,0,3,15,1,7,0,0,8,7,0,3,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,3,2,0,1,0,0,0,4,0,4,0,2,10,97,23,67,11,109,42,10,22,46,3,13,88,25,77,61,26,0,96,59,87,50,13,13,2,17,0,15,0,15,0,0,1926,63,30.6,0,27.20%,,,,0.3,56.1,13.2,80,0%,3,32,19,40,42
create-reftest-list.js,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,1,0,0,7,0,0,26,40,40,3,2,19,1,47,18,0,1,2,1,1,0,0,0,0,0,5,23,0,18,4,3,0,2,0,0,1,1,6,1,0,1,1,0,2,0,2,2,3,0,3,7,9,0,0,0,0,0,0,9,4,9,1,10,12,46,3,37,17,112,24,15,18,44,1,0,45,24,49,42,19,5,66,78,84,20,5,2,5,7,0,15,2,15,0,0,1615,53,30.5,0,25.60%,,,,0.3,50.1,20.7,98,0%,4,38,25,47,46
find-lib.js,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,4,5,5,0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,7,15,5,7,2,12,0,7,6,5,11,6,6,1,8,5,9,6,1,0,1,0,0,1,4,1,0,0,211,8,26.4,0,10.00%,,,,0,68.7,17.5,63,10%,0,24,12,6,46
rejectLimit.js,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,4,3,3,20,0,2,4,13,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,4,0,4,0,0,2,0,0,3,0,0,4,0,0,2,3,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,10,56,10,36,13,78,9,1,15,47,9,7,51,35,33,44,12,0,42,24,65,18,5,4,3,7,0,6,2,6,0,0,899,23,39.1,0,13.80%,,,,0,72.2,11.5,111,0%,0,32,17,20,42
walk.js,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546,11,132,0,0,0,16,2,234,234,0,24,279,1,252,78,13,2,0,0,0,0,0,0,0,0,19,218,17,155,4,3,0,17,10,13,13,59,26,0,0,10,1,0,4,4,8,4,7,0,2,53,21,3,4,5,0,1,0,33,0,33,0,3,0,449,147,334,376,1021,180,62,104,451,11,39,172,123,707,629,226,6,418,615,742,177,84,46,88,92,5,83,28,83,0,0,12423,351,35.4,66,20.50%,,,,0.1,60.9,15.6,103,0%,2,46,23,279,44
env-replace.js,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,7,0,0,40,26,26,2,0,9,2,11,6,0,0,0,0,0,0,0,0,0,0,6,18,0,10,4,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,54,4,34,4,121,5,2,12,24,0,13,50,17,51,34,28,6,42,24,77,17,12,8,9,1,0,18,0,18,0,0,1079,31,34.8,0,16.50%,,,,0,61.4,19.3,112,0%,0,27,17,40,39
eslint-plugin-babel_vx.x.x.js,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,20,0,0,121,0,0,18,0,1,227,66,126,4,2,2,9,0,2,3,3,2,2,44,39,22,0,22,0,0,0,1,0,0,20,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,2,2,287,154,158,185,565,26,98,24,179,37,8,414,101,229,226,178,2,252,284,261,195,3,32,61,51,0,39,0,39,0,0,5380,157,34.3,0,6.80%,,,,0.5,75.1,14.7,90,0%,9,33,16,227,45
jasmine-html.js,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,2,64,0,0,0,7,143,124,124,0,36,78,6,195,11,13,5,1,0,0,0,0,0,0,0,40,86,5,87,4,11,0,8,0,26,61,2,9,1,0,11,2,0,2,9,41,1,6,0,29,24,19,6,1,0,0,0,0,15,0,15,0,28,0,305,11,182,121,544,67,64,112,330,16,23,190,124,217,213,197,0,287,447,374,152,93,21,8,20,0,67,2,67,0,0,6934,190,36.5,32,16.30%,,,,0.3,63.1,17.6,157,0%,3,42,23,195,46
webpack.config.js,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,14,0,1,0,0,0,4,4,9,0,19,3,10,7,1,1,1,0,0,0,0,1,0,0,16,3,0,3,0,0,0,3,1,4,1,3,1,0,0,2,0,0,1,0,2,0,2,0,0,3,3,0,0,2,0,0,0,2,1,2,0,4,0,22,8,20,20,60,9,6,14,34,3,5,18,12,33,38,19,1,32,26,38,16,2,1,2,6,2,7,1,7,0,0,839,39,21.5,7,24.30%,,,,0.5,56.6,13.9,79,0%,4,39,19,19,44
crafty.js,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,68,39,39,0,0,0,10,40,76,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,0,0,1,0,7,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,12,38,26,153,21,26,22,102,1,1,25,20,38,39,39,36,137,61,43,56,8,9,5,19,0,0,0,0,0,0,1418,52,27.3,0,3.00%,,,,0,71.4,21.9,57,0%,0,29,8,76,47
strip-bom_v3.x.x.js,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,7,0,2,0,4,0,0,4,3,3,4,3,0,6,4,5,3,0,0,1,0,0,1,0,1,0,0,84,3,28,0,11.90%,,,,0,69,15.5,53,20%,0,17,11,2,39
parse-package-name.js,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,24,14,14,2,0,7,2,17,6,0,4,4,4,0,0,0,0,0,0,6,6,0,1,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,12,0,36,6,7,0,4,1,7,6,13,7,17,13,8,12,12,12,5,2,1,4,0,0,5,0,5,0,0,439,23,19.1,0,12.30%,,,,2.7,54,25.7,69,10%,3,24,15,24,39
waterfall.js,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1836,0,8,0,0,0,0,105,148,148,0,3,83,1,53,9,4,16,13,6,3,2,0,0,0,0,2,90,0,15,0,0,3,1,0,1,0,10,1,0,0,1,0,0,1,0,1,0,0,0,0,4,6,0,0,0,0,0,0,13,0,13,0,11,0,218,47,203,54,223,79,32,35,95,0,41,188,22,211,161,35,14,190,83,176,108,16,27,25,25,0,47,0,47,0,0,5186,173,30,4,35.40%,,,,0.8,45,15.4,103,0%,6,33,18,148,40
common.js,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,10,24,24,0,0,10,1,17,14,4,3,7,2,2,0,0,3,0,0,0,18,0,13,1,0,0,2,3,9,0,2,0,1,0,0,0,0,1,0,0,0,1,1,1,5,0,0,1,0,0,0,0,6,0,6,0,0,0,99,43,51,31,71,15,23,3,67,0,20,90,10,49,35,7,0,77,38,38,14,15,18,1,7,0,10,2,10,0,0,1362,35,38.9,0,21.40%,,,,1.5,62.3,12.2,100,0%,6,34,15,24,40
yarn-unlink-glimmer.js,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,2,0,1,0,0,12,10,10,0,0,2,5,10,1,0,0,0,0,0,0,0,0,1,0,1,7,0,5,2,0,1,0,0,2,0,1,0,0,0,0,2,0,0,3,2,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,5,4,11,0,26,15,30,7,5,8,20,1,5,15,6,23,19,7,2,23,24,12,9,0,0,3,8,0,3,0,3,0,0,441,17,25.9,1,9.50%,,,,0.2,67.3,19,87,10%,1,30,18,12,39
