FileName,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,OutOfASCII,CharTotal, LineTotal, AvgCharPerLine, # of Strings, % of Space, # of Word, % of Word, Readable, RatioOfNum , RatioOfEng, RatioOfSpcChar, MaxCharNumPerLine, DistDegree,NumOfNumType,NumOfEngType,NumOfSpcType, MaxNumOfSpc, MaxNumOfSpcChar 
lifecycle-scripts.js,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,0,18,16,16,0,0,167,157,157,3,11,80,39,102,78,10,2,2,1,0,0,1,0,0,5,11,95,1,61,24,5,1,6,10,42,15,11,3,0,0,6,1,6,6,14,9,14,10,0,10,3,10,6,1,1,0,1,0,19,33,19,14,39,6,281,28,292,141,458,75,69,96,204,18,38,140,115,353,329,142,2,264,288,436,114,66,44,68,63,0,40,0,40,0,0,6614,185,35.8,9,12.80%,,,,0.3,65.1,18.9,120,0%,6,46,27,167,39
s3ProjectConfig.js,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,9,0,0,60,10,10,0,27,50,7,36,44,0,0,0,0,0,0,0,0,0,0,20,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,2,4,0,5,0,9,0,2,0,0,0,0,16,0,16,0,0,20,140,26,33,37,156,31,17,23,83,15,3,82,27,79,61,29,2,66,95,90,38,23,1,4,24,12,20,0,20,0,0,2132,75,28.4,0,20.20%,,,,0,58.1,18.2,101,0%,0,33,17,60,39
datepicker-fr.js,0,0,0,0,0,0,0,0,0,36,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,108,0,0,0,2,1,10,10,4,0,57,0,35,12,0,1,0,0,0,0,0,0,0,0,15,6,1,4,1,0,2,3,1,0,4,0,3,0,1,1,1,1,2,5,6,0,1,2,3,8,5,1,1,2,0,1,0,6,0,6,0,0,0,66,11,26,36,97,24,8,17,57,11,10,24,36,46,41,16,0,61,30,58,27,12,5,6,17,0,6,0,6,0,10,1295,39,33.2,54,9.50%,,,,0.1,61.3,22.5,88,0%,1,44,19,108,34
dom-helper.js,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,2,18,0,0,0,0,10,28,28,0,0,23,1,47,2,32,17,8,2,0,0,0,0,0,0,2,30,0,19,0,0,0,0,0,12,0,13,0,0,5,0,0,0,0,0,0,0,0,2,0,1,3,2,0,0,0,0,0,0,0,0,0,8,0,58,18,31,41,96,23,4,7,36,14,1,42,31,58,76,20,6,58,46,105,34,17,7,6,18,0,9,2,9,0,0,1536,49,31.3,9,19.50%,,,,3.8,58,15.5,98,0%,4,32,16,47,46
bootstrap-datepicker.sq.js,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,92,0,2,0,0,2,3,3,5,0,45,1,5,5,0,0,0,0,0,0,0,0,0,0,7,3,1,1,1,0,0,1,0,0,5,10,0,2,3,0,2,2,0,11,2,0,6,3,0,10,3,0,0,0,0,0,0,6,0,6,0,0,0,23,3,5,7,18,3,1,17,14,7,6,5,6,20,24,5,1,35,12,35,10,1,3,0,5,0,2,0,2,0,12,624,15,41.6,46,10.40%,,,,0,52.2,30.8,126,10%,0,37,19,92,34
conversion.js,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,6,0,0,0,0,42,66,66,2,0,26,1,21,8,4,5,0,0,1,1,1,0,1,1,0,24,0,7,7,0,1,0,16,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,9,0,0,0,2,0,2,0,0,0,45,26,27,19,137,62,5,19,49,5,3,76,7,25,88,19,1,45,50,106,56,9,4,16,26,3,10,0,10,0,0,1524,43,35.4,3,13.20%,,,,0.9,63.3,19.8,108,0%,7,31,17,66,40
workspaces-install.js,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2626,5,10,0,16,0,0,544,379,379,7,1,315,241,380,189,13,45,24,9,0,2,0,0,1,1,62,175,44,89,97,1,3,12,37,24,11,56,32,4,0,29,7,10,8,6,12,31,85,0,23,19,12,2,1,5,0,0,0,17,5,17,0,69,30,933,99,678,446,1216,283,237,181,763,62,287,530,187,739,921,444,29,714,935,852,279,71,303,128,74,1,121,0,121,0,0,18270,414,44.1,5,14.40%,,,,0.5,64.7,18.2,121,0%,7,47,26,544,39
build.test.js,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,56,0,0,0,0,10,73,73,0,6,19,3,45,20,0,0,1,0,1,0,0,0,0,0,4,48,0,12,0,0,0,0,0,1,3,6,3,0,0,0,1,0,0,1,11,1,2,0,2,5,0,0,0,0,0,0,0,5,0,5,0,7,0,61,27,70,70,155,49,4,42,86,4,2,47,48,96,95,22,11,84,64,95,79,19,2,11,17,0,26,0,26,0,0,2460,96,25.6,28,25.50%,,,,0.1,52.7,17.8,73,0%,2,36,17,73,40
bootstrap-markdown.zh.js,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,44,0,2,0,0,44,3,3,5,0,21,1,5,3,0,1,0,1,0,0,1,0,0,0,22,2,1,1,1,0,1,0,1,2,0,0,0,0,3,5,0,0,7,0,0,1,1,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,2,6,15,57,3,9,12,25,1,6,9,9,25,17,6,1,28,16,32,4,1,3,5,3,2,2,0,2,0,80,767,30,25.6,22,19.40%,,,,0.4,44.6,21.3,46,0%,3,36,18,44,34
findGetResult.js,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,5,3,0,0,2,0,0,2,0,4,2,1,0,3,1,6,4,1,0,3,0,0,1,0,1,0,0,63,3,21,0,15.90%,,,,0,68.3,11.1,47,30%,0,18,7,1,40
bootstrap-datepicker.bn.js,0,0,0,0,0,0,0,0,0,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,98,0,2,0,0,2,4,4,6,0,49,1,8,4,1,1,0,0,0,0,0,0,0,1,10,3,2,1,2,0,2,0,2,0,0,0,0,0,0,0,1,2,0,1,1,1,0,1,0,3,1,0,0,0,0,0,0,6,0,6,0,0,0,22,2,7,10,13,6,4,7,12,1,5,7,11,14,15,3,0,15,10,18,2,0,1,0,9,1,2,0,2,0,303,798,19,42,49,3.80%,,,,0.4,26.1,26.8,133,0%,3,32,20,98,34
childSpec.js,0,0,0,0,0,0,0,0,0,935,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,30,3,2,0,0,334,398,398,15,8,114,1,294,17,90,45,9,12,6,12,6,6,6,8,126,242,2,15,2,0,0,20,54,87,3,26,167,1,60,136,2,0,19,87,2,51,13,0,19,60,87,3,0,59,0,0,0,77,0,77,0,0,0,611,55,338,241,1441,176,218,137,616,24,24,356,319,703,624,227,5,543,534,900,184,89,104,69,25,99,84,0,84,0,0,13825,403,34.3,15,2.50%,,,,1.4,69.6,16.8,180,0%,10,46,21,398,40
datepicker-zh-CN.js,0,0,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,114,2,0,0,4,0,9,9,4,0,55,5,13,10,0,1,0,2,0,0,0,0,0,0,15,8,0,4,0,0,1,2,1,6,3,1,1,0,1,1,0,0,1,3,8,0,0,2,2,3,5,1,0,1,0,1,0,9,0,9,0,0,0,40,2,18,23,67,18,8,11,33,2,9,15,17,27,28,11,0,37,21,41,15,1,4,8,15,3,5,0,5,0,104,1058,37,28.6,57,8.30%,,,,0.3,48.9,26.6,67,0%,2,43,18,114,34
cr.1.js,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,1,0,0,0,0,0,0,54,54,2,5,7,0,27,86,5,11,10,9,1,1,2,0,0,0,0,30,2,19,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,5,0,48,2,24,18,45,15,25,9,27,0,0,42,11,49,40,17,0,69,32,61,38,12,2,4,20,0,13,0,13,0,0,1391,57,24.4,0,25.40%,,,,2.8,44.4,23.3,63,0%,7,25,16,86,47
effect-highlight.js,0,0,0,0,0,0,0,0,0,62,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1,20,1,4,0,2,0,15,15,8,0,12,1,26,31,1,0,0,0,0,0,0,0,0,2,16,8,0,9,10,0,1,1,1,4,1,4,1,0,3,4,0,0,0,2,1,1,0,3,3,2,1,1,1,0,0,0,0,1,0,1,0,0,0,39,8,35,27,85,38,23,23,55,8,5,27,20,59,69,16,6,40,35,61,33,3,2,0,16,0,9,2,9,0,0,1211,57,21.2,10,9.90%,,,,0.2,63.3,16.7,99,0%,2,41,22,31,47
server-plugin.js,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,6,24,1,6,0,2,24,51,51,2,11,9,8,69,14,3,3,3,1,0,3,0,0,0,0,6,39,0,36,1,3,0,4,0,2,1,4,0,0,0,4,5,0,0,0,5,4,5,0,4,18,2,0,4,0,0,0,0,11,10,11,1,0,4,92,21,54,31,195,49,28,21,112,11,6,70,50,138,118,60,1,139,126,141,57,35,14,8,33,2,24,2,24,0,0,2755,99,27.8,12,18.80%,,,,0.5,60.8,16.3,109,0%,5,39,27,69,46
parentSpec.js,0,0,0,0,0,0,0,0,0,230,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,48,52,52,1,0,19,0,17,4,10,1,3,2,0,0,5,2,3,2,25,40,0,10,0,0,0,0,3,4,3,6,16,3,2,11,0,0,3,7,0,6,6,0,8,2,0,0,0,6,0,0,0,7,0,7,0,0,0,98,9,44,43,165,48,25,16,75,0,5,44,42,67,69,16,0,83,54,83,25,16,9,3,7,11,18,0,18,0,0,1855,87,21.3,0,2.60%,,,,1.5,61.6,17.1,194,0%,8,39,14,52,40
bootstrap-datepicker.tr.js,0,0,0,0,0,0,0,0,0,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,96,0,2,0,0,2,3,3,5,0,48,1,6,2,0,1,1,0,0,0,0,0,0,0,9,3,1,1,1,0,1,5,1,6,0,4,0,0,2,0,0,2,0,5,2,2,9,1,0,7,4,0,0,0,0,0,0,6,0,6,0,1,0,44,5,8,9,20,4,2,6,16,1,10,11,17,12,14,3,0,31,20,27,14,0,1,0,14,11,2,0,2,0,17,669,18,37.2,48,9.10%,,,,0.3,52.3,30,123,10%,2,36,21,96,34
datepicker-rm.js,0,0,0,0,0,0,0,0,0,76,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,108,2,0,0,4,0,9,9,4,0,55,0,17,12,0,1,0,2,0,0,0,0,0,0,15,8,0,4,0,0,1,7,1,1,8,1,5,7,1,1,0,0,1,13,7,2,1,2,3,12,5,1,3,1,0,2,2,6,0,6,0,0,0,65,6,27,32,101,19,13,11,44,2,9,21,25,46,34,11,0,59,27,52,22,12,4,8,16,0,5,0,5,0,0,1242,61,20.4,54,6.40%,,,,0.2,60.6,21.7,86,0%,2,47,17,108,34
datepicker-nl-BE.js,0,0,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,114,0,0,0,2,0,9,9,4,0,55,3,11,12,0,1,0,0,0,0,0,0,0,0,15,6,0,4,0,0,1,2,5,0,8,3,1,0,1,1,0,0,1,3,5,0,0,2,2,6,5,1,1,1,0,1,0,9,0,9,0,0,0,68,7,19,40,89,21,18,8,46,9,12,23,24,44,43,15,0,51,27,48,25,10,7,6,14,6,5,0,5,0,2,1197,37,32.4,57,10.60%,,,,0.1,60.9,22.8,95,0%,1,43,17,114,34
bower-install.js,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,18,0,0,0,0,0,9,9,0,0,3,1,7,0,1,0,0,0,0,0,0,0,0,0,2,7,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,11,6,13,5,26,1,3,10,17,1,0,16,4,19,23,6,2,27,18,12,5,1,12,1,3,0,3,0,3,0,0,384,15,25.6,9,14.30%,,,,0.3,64.1,17.4,77,10%,1,26,14,18,34
unit.js,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,22,16,16,2,0,9,3,42,21,0,0,0,0,0,0,0,0,0,0,1,14,1,7,2,0,1,0,0,3,0,2,1,0,0,2,0,0,4,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,0,30,8,48,27,7,7,36,5,3,29,18,37,48,19,4,46,34,56,12,2,8,6,1,0,7,0,7,0,0,810,21,38.6,0,9.50%,,,,0,66.5,21.4,89,0%,0,32,17,42,46
parse-package-path.js,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,42,34,34,3,0,7,2,15,29,0,0,0,0,0,0,0,0,0,0,0,13,0,2,2,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,8,0,0,0,0,4,0,4,0,0,0,105,18,26,15,57,17,15,15,32,1,15,30,9,14,37,20,10,22,22,44,14,7,1,10,0,9,3,0,3,0,0,873,19,45.9,0,4.10%,,,,0,70,23.7,91,0%,0,28,16,42,39
babel-helper-get-function-arity_vx.x.x.js,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,1,0,0,11,0,0,18,0,1,27,12,22,4,2,2,5,3,4,7,3,3,1,8,3,3,0,3,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,2,2,41,23,23,29,102,19,13,18,43,1,2,51,11,37,39,20,2,38,27,55,29,3,8,7,22,0,3,0,3,0,0,973,32,30.4,0,11.60%,,,,3.5,69.3,12.3,85,0%,10,33,16,27,45
bootstrap-datepicker.cs.js,0,0,0,0,0,0,0,0,0,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,98,0,2,0,0,2,3,3,6,0,49,1,8,2,0,1,0,0,0,0,0,0,0,0,10,3,2,1,2,0,2,0,2,1,3,0,1,0,0,0,0,3,4,4,3,0,8,1,1,11,1,0,1,0,0,0,2,6,0,6,0,0,0,24,8,13,16,43,4,1,8,16,5,8,8,14,25,27,6,0,22,17,36,6,6,1,1,11,3,2,0,2,0,39,734,19,38.6,49,9.30%,,,,0.1,51.1,28.6,130,10%,1,40,20,98,34
datepicker-is.js,0,0,0,0,0,0,0,0,0,43,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,108,2,0,0,4,0,9,9,4,0,55,0,19,10,1,0,0,2,0,0,0,0,0,0,15,8,0,4,0,0,1,4,1,1,5,1,10,0,3,2,6,0,5,13,8,2,0,2,2,8,6,1,1,1,0,1,0,6,0,6,0,0,0,63,8,18,30,78,19,18,9,49,3,17,19,19,37,28,15,0,61,35,47,34,4,4,8,16,0,5,0,5,0,32,1200,45,26.7,54,7.10%,,,,0.2,60.2,22.5,69,0%,2,45,17,108,34
bootstrap-datepicker.uz-latn.js,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,96,0,2,0,0,5,3,3,5,0,49,2,6,2,0,1,0,0,0,0,0,0,0,0,10,3,1,1,1,0,1,4,1,3,5,0,2,0,0,4,4,1,0,5,2,4,3,1,0,11,1,1,0,0,0,5,0,6,0,6,0,0,0,55,13,6,9,22,4,4,19,10,2,14,13,10,27,22,5,0,26,16,25,14,8,1,0,20,2,2,0,2,0,0,780,18,43.3,48,19.40%,,,,0.1,51.8,26.4,129,10%,1,41,20,96,34
datepicker-en-AU.js,0,0,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,114,0,0,0,2,0,8,8,4,0,55,4,12,13,0,1,0,0,0,0,0,0,0,0,15,6,0,4,0,0,0,10,3,0,6,1,6,1,1,1,6,0,1,10,8,2,1,2,2,11,12,4,0,4,0,1,0,9,0,9,0,0,0,62,7,21,32,91,19,10,13,40,2,10,19,16,43,35,15,0,51,29,49,31,4,4,7,27,0,5,0,5,0,0,1180,37,31.9,57,9.40%,,,,0.1,61.9,23.1,93,0%,1,45,16,114,34
client-plugin.js,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,2,10,0,3,0,0,20,66,66,4,9,19,9,69,21,3,3,2,0,0,0,0,0,0,0,11,46,2,44,2,2,0,1,0,4,0,2,9,0,0,3,6,0,0,2,2,6,6,0,4,15,3,0,4,0,0,0,0,8,4,8,1,2,0,102,13,64,39,162,68,23,32,157,11,13,103,48,148,86,41,8,106,142,136,86,26,8,12,17,1,27,2,27,0,0,2850,86,33.1,5,19.40%,,,,0.3,60.3,17,102,0%,3,40,26,69,46
datepicker-lb.js,0,0,0,0,0,0,0,0,0,43,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,108,0,0,0,2,0,8,8,4,0,55,0,17,10,0,1,0,0,0,0,0,0,0,0,15,6,1,4,1,0,1,6,1,0,11,0,7,0,2,1,6,0,2,14,7,2,0,2,2,11,5,1,0,4,0,1,1,6,0,6,0,0,0,46,14,25,29,103,19,17,16,44,2,14,22,22,40,36,13,0,55,28,49,24,3,6,7,15,3,5,0,5,0,14,1200,45,26.7,54,8.10%,,,,0.1,61.5,21.8,73,0%,1,44,18,108,34
datepicker-sv.js,0,0,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,108,2,0,0,4,0,9,9,4,0,55,2,24,10,0,1,0,0,0,0,0,0,0,0,15,8,0,4,0,0,1,4,4,0,3,1,2,0,1,2,0,0,1,3,6,0,0,2,2,5,5,1,1,1,0,1,0,6,0,6,0,0,0,63,8,18,36,83,24,18,9,44,10,12,20,24,43,37,15,0,56,42,52,21,6,5,8,15,1,5,0,5,0,12,1154,37,31.2,54,7.30%,,,,0.1,62,24,80,0%,1,43,18,108,34
babel-preset-es2015_vx.x.x.js,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,1,0,0,11,0,0,18,0,1,15,12,22,11,11,6,4,1,11,3,1,3,2,8,3,3,0,3,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,2,2,37,24,17,31,100,15,7,12,31,1,2,45,11,25,33,20,2,32,39,43,23,3,8,7,16,0,3,0,3,0,0,901,32,28.2,0,12.50%,,,,5.9,66,12,78,0%,10,33,16,22,47
image.js,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,6,70,2,0,0,0,14,58,58,52,5,68,14,130,20,7,0,5,1,0,0,0,0,2,0,19,42,0,40,0,0,15,2,0,24,12,1,2,5,1,26,0,0,11,6,0,6,2,0,3,15,7,2,1,6,0,0,0,2,0,2,0,45,16,261,26,53,95,394,75,102,140,236,1,7,83,84,148,109,95,3,202,164,307,58,23,53,19,54,0,22,10,22,12,0,5240,158,33.2,35,26.70%,,,,0.3,55.8,14.2,188,0%,4,43,24,130,46
nextTick.js,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,4,0,0,0,0,24,33,33,0,0,17,0,16,1,2,2,2,2,0,2,0,0,0,0,0,23,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,6,0,8,0,22,6,36,16,50,9,1,6,26,0,5,21,2,40,39,9,5,29,15,35,17,4,5,11,5,0,9,0,9,0,0,888,33,26.9,2,25.90%,,,,1.1,47.4,21.8,61,0%,5,25,15,33,40
bootstrap-datepicker.uk.js,0,0,0,0,0,0,0,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,96,0,2,0,0,3,3,3,5,0,48,1,5,2,0,1,0,0,0,0,0,0,0,0,9,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3,0,1,0,0,0,0,0,6,0,6,0,0,0,15,1,4,9,10,4,1,4,7,1,5,3,5,11,13,3,0,13,9,17,3,0,1,0,10,0,2,0,2,0,217,670,17,39.4,48,9.00%,,,,0.1,23.6,29.4,143,0%,1,29,17,96,34
race.js,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,22,55,55,1,7,22,1,25,3,13,5,3,1,1,3,0,0,0,0,0,49,2,13,0,0,0,1,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,8,0,8,0,0,0,82,6,59,27,118,36,3,22,79,0,16,37,5,83,54,8,9,133,103,98,46,10,4,9,13,0,19,0,19,0,0,2282,70,32.6,0,34.40%,,,,1.1,47.9,13.5,107,0%,6,29,16,55,40
position.js,0,0,0,0,0,0,0,0,0,1299,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,8,124,0,32,2,22,5,167,167,14,68,177,58,284,98,86,32,13,1,0,0,0,0,0,2,117,113,24,223,37,31,1,4,18,9,14,18,5,0,46,11,0,0,40,5,2,97,36,3,21,7,47,1,1,70,6,6,0,77,6,77,1,2,0,370,60,190,220,909,469,197,339,951,12,10,416,194,541,873,281,6,389,552,1141,121,129,176,18,65,12,96,30,96,0,0,14880,498,29.9,62,11.30%,,,,0.9,61.2,14.5,89,0%,5,48,29,284,46
lockfile.js,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,5,54,0,1,0,0,216,136,136,4,4,131,6,107,34,38,7,6,0,0,1,0,0,0,0,183,77,42,84,58,0,4,6,7,1,13,29,7,0,6,0,0,0,31,0,0,1,0,0,1,0,3,0,0,0,0,0,0,2,49,2,0,8,18,211,145,195,84,449,173,40,22,147,33,39,128,52,220,402,131,24,242,176,261,65,14,10,46,66,0,113,7,113,0,0,6774,333,20.3,27,19.40%,,,,0.8,51.4,23.5,104,0%,4,36,26,216,39
gulpfile.js,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,56,43,43,6,0,14,8,32,5,2,1,0,0,0,3,0,0,1,0,2,22,0,20,5,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,3,2,0,0,2,0,0,0,0,4,0,4,0,2,0,37,25,37,14,74,9,26,7,43,4,4,45,12,29,36,49,11,69,54,43,51,8,8,0,2,0,5,0,5,0,0,1190,43,27.7,0,12.90%,,,,0.6,59.7,23.3,87,0%,4,33,18,56,39
es.test.js,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,4,12,0,0,0,2,4,29,29,0,1,22,6,15,12,0,4,3,2,2,0,0,0,0,0,1,16,0,7,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,37,11,31,11,46,31,2,5,32,0,4,35,15,47,39,11,0,45,23,44,25,10,7,11,10,0,15,0,15,0,0,1056,36,29.3,6,25.50%,,,,1,51.7,18.4,73,0%,4,27,18,29,40
bootstrap-markdown.cs.js,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,38,0,2,0,0,38,3,3,5,0,18,1,5,4,0,0,0,0,0,0,0,0,0,0,19,2,1,1,1,0,1,0,1,3,0,0,0,0,4,5,0,2,5,0,2,3,1,2,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,29,7,7,21,67,3,8,8,30,1,17,18,15,32,28,16,0,33,27,39,14,6,3,7,4,15,2,0,2,0,24,841,27,31.1,19,17.80%,,,,0,58.7,17.4,62,0%,0,40,18,38,34
bootstrap-datepicker.zh-CN.js,0,0,0,0,0,0,0,0,0,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,100,0,2,0,0,2,3,3,5,0,50,4,4,2,1,6,2,1,1,1,1,1,1,1,11,3,1,1,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,4,1,0,0,0,0,1,0,6,0,6,0,0,0,19,1,5,11,15,5,2,8,13,1,3,7,13,13,14,4,0,12,10,21,4,1,1,0,13,1,2,0,2,0,90,632,19,33.3,50,10.10%,,,,2.5,33.2,33.1,92,10%,10,32,20,100,34
bootstrap-datepicker.kr.js,0,0,0,0,0,0,0,0,0,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,94,0,3,0,0,8,4,4,9,0,44,3,14,9,4,11,6,3,2,2,3,2,2,3,8,4,1,1,1,0,0,1,0,1,2,3,1,1,0,2,0,2,1,1,0,2,1,1,1,4,3,0,0,0,0,1,0,6,0,6,0,4,0,29,4,12,23,40,7,9,10,25,1,11,12,5,27,33,14,0,25,19,29,13,2,6,0,5,0,2,0,2,0,59,853,19,44.9,47,12.70%,,,,4.5,45.6,26.6,134,0%,10,40,20,94,34
